purchase_value,user_lifetime_event_count,unique_session_count_cumulative_y,user_lifetime_purchase_count,days_since_previous_purchase,q1_purchase,q2_purchase,q3_purchase,mean_discounted_proportion,purchase_repeat_product%,fb_session,email_session,purchase_session_duration,product_id_count,cumulative_product_id_count,repeated_purchase_in_60d,weekend_purchase,mac_purchase,iphone_purchase,mobile_purchase
36900,110,61,4,4,False,True,False,0,0,False,False,29,3,9,1,0,False,True,False
32300,129,61,5,6,False,True,False,0,0,False,False,3395,3,3,1,0,False,True,False
15000,146,61,6,4,False,True,False,0,0,False,False,722,2,5,1,1,False,True,False
44300,180,61,7,11,False,True,False,0,0,False,False,497,5,5,1,0,False,True,False
33900,217,61,8,29,False,True,False,0,0,False,False,461,4,4,0,0,False,True,False
25400,259,61,9,108,False,False,True,0,0,False,False,1172,3,3,1,0,False,True,False
34000,277,61,10,59,False,False,False,0,0,False,False,1921,3,3,0,0,False,True,False
79000,290,61,11,67,True,False,False,0,0,False,False,34,7,7,0,0,False,True,False
31100,32,10,1,999,False,True,False,0,0,False,False,433,3,3,0,1,False,True,False
59100,32,45,1,999,True,False,False,0,0,False,False,583,2,2,1,0,False,True,False
95400,62,45,2,40,True,False,False,0,0,False,False,1199,5,5,0,0,False,True,False
73100,165,45,3,81,False,True,False,1,0,False,False,522,4,4,1,0,False,True,False
73650,275,45,4,53,False,False,True,0,0,False,False,1248,3,3,0,0,False,True,False
305900,294,45,5,169,True,False,False,0,0,False,False,2,1,1,0,1,False,True,False
97400,78,4,1,999,False,True,False,0,0,False,False,3860,6,6,1,1,True,False,False
77900,161,4,2,3,False,True,False,0,0,False,False,2062,3,9,0,0,True,False,False
126250,73,2,1,999,True,False,False,0,0,False,False,662,7,7,0,0,False,True,False
49900,19,6,1,999,False,True,False,0,0,False,False,2394,4,4,0,0,False,True,False
125900,39,14,1,999,False,True,False,0,0,False,False,1025,6,6,1,0,False,True,False
115500,110,14,2,14,False,True,False,0,0,False,False,36,6,6,0,0,False,True,False
35500,128,14,3,75,False,False,True,0,0,False,False,1398,1,1,0,0,False,True,False
138700,61,6,1,999,False,True,False,0,0,False,False,924,6,6,0,1,False,True,False
157600,67,6,2,133,False,False,False,0,0,False,False,951,4,4,0,1,False,True,False
35000,25,2,1,999,True,False,False,0,0,False,False,824,5,5,0,0,False,True,False
105000,8,7,1,999,False,False,False,0,0,False,False,1396,1,1,0,1,False,True,False
73500,22,7,2,93,True,False,False,0,0,False,False,0,4,4,0,0,False,False,False
24500,9,2,1,999,True,False,False,0,0,False,False,2607,1,1,0,0,False,True,False
152700,19,98,1,999,False,True,False,0,0,False,False,435,2,2,0,0,False,True,False
12000,140,98,2,226,False,False,False,0,0,False,False,128,3,3,0,0,False,True,False
124000,11,3,1,999,True,False,False,0,0,False,False,1029,7,7,0,0,False,False,False
35500,11,66,1,999,True,False,False,1,0,False,False,360,3,3,1,0,False,True,False
143800,53,66,2,5,True,False,False,0,0,False,False,712,6,9,1,0,False,True,False
82300,92,66,3,14,True,False,False,1,0,False,True,2814,4,4,1,0,False,True,False
24500,99,66,4,0,True,False,False,1,0,False,True,2814,2,6,1,0,False,True,False
113600,153,66,5,29,True,False,False,1,0,False,True,2405,5,5,1,0,False,True,False
138500,180,66,6,22,True,False,False,1,0,False,False,339,5,5,1,0,False,True,False
169300,213,66,7,25,False,True,False,1,0,False,False,1242,8,8,1,0,False,True,False
86500,235,66,8,19,False,True,False,1,0,False,False,556,3,3,1,0,False,True,False
55500,297,66,9,15,False,True,False,1,0,False,False,849,3,3,1,0,False,True,False
18800,312,66,10,56,False,False,True,1,0,False,False,250,1,1,1,0,False,True,False
93100,350,66,11,12,False,False,True,1,0,False,True,2030,5,5,1,0,False,True,False
141900,384,66,12,35,False,False,True,0,0,False,False,1308,8,8,1,0,False,True,False
140000,389,66,13,26,False,False,True,0,0,False,False,2313,5,5,1,0,False,False,False
142700,394,66,14,28,False,False,False,0,0,False,False,327,5,5,1,0,False,False,False
141550,410,66,15,23,False,False,False,0,0,False,False,504,7,7,1,0,False,True,False
157450,430,66,16,33,False,False,False,1,0,False,True,2257,8,8,1,0,False,True,False
92650,438,66,17,0,False,False,False,1,0,False,True,2257,4,12,1,0,False,True,False
103600,451,66,18,28,True,False,False,1,0,False,False,582,4,4,1,0,False,True,False
142800,470,66,19,23,True,False,False,0,0,False,False,1574,6,6,1,0,False,True,False
37000,14,5,1,999,True,False,False,0,0,False,False,404,3,3,0,0,False,False,False
44900,30,30,1,999,True,False,False,0,0,False,False,1346,2,2,1,0,False,True,False
48700,83,30,2,18,True,False,False,0,0,False,False,481,3,3,1,1,False,True,False
83600,118,30,3,10,True,False,False,0,0,False,False,1100,2,2,1,0,False,True,False
70300,174,30,4,26,True,False,False,0,0,False,False,1207,3,3,1,0,False,True,False
29300,233,30,5,12,True,False,False,0,1,False,False,519,1,1,1,1,False,True,False
67800,255,30,6,2,True,False,False,0,0,False,False,1846,4,5,1,0,False,True,False
68300,304,30,7,9,False,True,False,0,0,False,False,982,3,3,1,0,False,True,False
38500,324,30,8,12,False,True,False,0,1,False,False,253,2,2,1,0,False,True,False
58600,351,30,9,12,False,True,False,0,1,False,False,461,1,1,1,0,False,True,False
51500,364,30,10,8,False,True,False,0,0,False,False,176,3,3,0,0,False,True,False
62500,389,30,11,68,False,False,True,0,0,False,False,1373,2,2,1,0,False,True,False
23200,402,30,12,19,False,False,True,0,1,False,False,155,2,2,1,1,False,True,False
63000,413,30,13,29,False,False,True,0,0,False,False,954,3,3,0,0,False,True,False
101200,53,23,1,999,True,False,False,0,0,False,False,1611,6,6,0,1,False,False,False
204500,108,23,2,89,False,True,False,0,1,False,False,2647,7,7,1,0,False,False,False
118000,136,23,3,28,False,True,False,0,0,False,False,2407,4,4,1,0,False,False,False
120300,177,23,4,34,False,True,False,0,0,False,False,387,4,8,1,0,False,False,False
62500,194,23,5,27,False,False,True,0,0,False,False,1575,1,9,1,0,False,False,False
200600,233,23,6,35,False,False,True,0,0,False,False,1355,5,14,1,0,False,False,False
89500,237,23,7,27,False,False,True,0,0,False,False,418,3,3,1,0,False,False,False
83800,248,23,8,35,False,False,False,0,0,False,False,2085,3,17,1,0,False,False,False
201600,260,23,9,36,False,False,False,0,0,False,False,1766,3,20,1,0,False,False,False
62500,269,23,10,49,True,False,False,0,1,False,False,190,1,21,1,0,False,False,False
66600,31,5,1,999,False,False,False,0,0,False,False,1667,2,2,1,0,False,False,False
63800,41,5,2,21,False,False,False,0,0,False,False,944,2,2,0,0,False,True,False
37500,4,1,1,999,True,False,False,0,0,False,False,92,1,1,0,0,False,True,False
171000,96,4,1,999,True,False,False,0,0,False,True,4332,8,8,0,0,False,False,False
127800,51,7,1,999,True,False,False,0,0,False,False,2084,6,6,0,0,False,False,False
279550,39,42,1,999,True,False,False,0,0,False,False,2068,13,13,1,0,False,False,False
225800,116,42,2,51,True,False,False,0,0,False,False,3422,12,25,1,1,False,False,False
211950,150,42,3,8,True,False,False,0,0,False,False,975,9,34,1,0,False,False,False
212290,188,42,4,16,True,False,False,0,0,False,False,853,9,43,1,0,False,False,False
146500,260,42,5,15,False,True,False,0,0,False,False,694,7,7,1,0,False,True,False
152150,289,42,6,26,False,True,False,0,0,False,False,946,8,15,1,0,False,True,False
117200,311,42,7,4,False,True,False,0,1,False,False,252,6,21,1,0,False,True,False
93500,324,42,8,7,False,True,False,0,0,False,False,2038,5,26,1,0,False,True,False
128150,328,42,9,0,False,True,False,0,0,False,False,2038,6,32,1,0,False,True,False
231800,369,42,10,9,False,True,False,0,0,False,False,1026,8,40,1,0,False,True,False
162400,402,42,11,11,False,True,False,0,0,False,False,661,5,5,1,0,False,True,False
175900,438,42,12,27,False,False,True,0,0,False,False,352,9,9,0,0,False,True,False
131500,471,42,13,71,False,False,True,0,0,False,False,1687,6,6,1,0,False,False,False
266400,476,42,14,18,False,False,True,0,0,False,False,0,12,18,1,0,False,False,False
118250,480,42,15,9,False,False,False,0,0,False,False,565,5,5,1,0,False,True,False
171900,493,42,16,13,False,False,False,1,0,False,True,936,10,15,1,0,False,True,False
149900,503,42,17,53,False,False,False,1,0,False,False,640,7,7,1,0,False,True,False
167300,514,42,18,22,True,False,False,0,0,False,False,2053,8,26,1,0,False,False,False
177600,530,42,19,5,True,False,False,1,0,False,False,1017,8,8,1,0,False,True,False
276700,556,42,20,22,True,False,False,1,0,False,False,2448,14,14,1,0,False,False,False
193000,569,42,21,8,True,False,False,1,0,False,True,783,9,9,0,0,False,True,False
112600,97,154,1,999,True,False,False,0,0,False,False,6132,9,9,0,0,False,False,False
48800,371,154,2,125,False,True,False,0,0,False,False,782,4,4,0,0,False,False,False
78600,797,154,3,140,False,False,False,0,0,False,False,174,2,6,1,0,False,False,False
78600,799,154,4,0,False,False,False,0,0,False,False,174,2,8,0,0,False,False,False
73000,81,11,1,999,False,True,False,0,0,False,False,738,3,3,0,0,False,False,False
104400,136,11,2,112,False,False,True,0,0,False,False,623,7,7,0,0,False,False,False
67800,139,11,3,76,False,False,False,0,0,False,False,452,2,2,0,0,False,False,False
131150,154,11,4,109,True,False,False,0,0,False,False,632,5,5,0,1,False,False,False
126250,32,6,1,999,True,False,False,0,0,False,False,2042,5,5,1,0,False,False,False
107500,84,6,2,54,True,False,False,0,0,False,False,1510,5,5,0,0,True,False,False
99700,102,6,3,259,False,False,False,0,0,False,False,575,5,5,0,0,True,False,False
197000,10,3,1,999,True,False,False,0,0,False,True,1531,3,3,0,0,False,True,False
181400,4,1,1,999,False,False,False,0,0,False,False,1407,8,8,0,1,False,True,False
206200,72,8,1,999,True,False,False,0,0,False,False,1192,9,9,0,0,False,True,False
266104,115,8,2,69,False,True,False,0,0,False,False,1955,9,9,0,0,False,True,False
102100,142,8,3,70,False,False,True,0,0,False,False,478,4,4,0,0,False,True,False
255000,154,8,4,125,False,False,False,0,0,False,False,429,6,6,0,0,False,True,False
136500,162,8,5,63,True,False,False,0,1,False,False,1296,4,4,1,0,False,True,False
69800,90,69,1,999,True,False,False,0,1,False,False,3125,2,2,1,1,False,False,False
109400,257,69,2,5,True,False,False,0,0,False,False,7554,4,6,1,0,False,False,False
66000,372,69,3,46,True,False,False,0,1,False,False,1784,2,8,1,0,False,False,False
103500,418,69,4,16,False,True,False,0,0,False,False,6280,4,12,1,0,False,False,False
119300,526,69,5,42,False,True,False,0,0,False,False,0,5,17,0,0,False,False,False
101700,549,69,6,145,False,False,False,0,0,False,False,1182,4,4,0,0,False,False,False
100700,574,69,7,86,True,False,False,0,0,False,False,88,5,5,1,0,False,False,False
118050,597,69,8,13,True,False,False,1,0,False,False,2429,5,10,1,0,False,False,False
109050,604,69,9,26,True,False,False,0,1,False,False,150,4,14,1,0,False,False,False
108500,612,69,10,22,True,False,False,0,0,False,False,253,5,19,1,0,False,False,False
137100,625,69,11,31,False,True,False,0,0,False,False,587,4,23,1,0,False,False,False
247500,10,8,1,999,False,True,False,0,0,False,False,385,6,6,1,0,False,True,False
72000,16,8,2,7,False,True,False,1,0,False,False,107,1,1,0,0,False,True,False
189000,32,8,3,63,False,True,False,0,0,False,False,166,6,6,0,0,False,True,False
142900,37,8,4,98,False,False,True,0,0,False,False,585,3,3,0,0,False,True,False
171500,42,20,1,999,True,False,False,0,0,False,False,656,9,9,1,0,False,True,False
92900,63,20,2,53,True,False,False,0,1,False,False,324,3,3,1,1,False,True,False
212600,99,20,3,28,False,True,False,0,0,False,False,1480,9,9,1,1,False,True,False
131100,121,20,4,41,False,True,False,0,0,False,False,578,3,3,0,1,False,True,False
55800,152,20,5,123,False,False,True,0,0,False,False,100,1,1,1,0,False,True,False
236800,154,20,6,5,False,False,False,0,0,False,False,577,3,3,1,0,False,True,False
153000,158,20,7,19,False,False,False,0,0,False,False,926,5,8,1,1,False,True,False
143700,169,20,8,31,False,False,False,1,0,False,False,364,7,7,0,0,False,True,False
64400,176,20,9,65,True,False,False,0,0,False,False,818,4,4,1,1,False,True,False
224300,183,20,10,0,True,False,False,0,0,False,False,168,2,2,1,1,False,True,False
101300,199,20,11,22,True,False,False,0,0,False,False,827,4,4,0,0,False,True,False
254500,45,2,1,999,False,True,False,0,0,False,False,988,13,13,1,1,False,True,False
236300,66,2,2,22,False,True,False,0,0,False,False,925,7,7,0,1,False,True,False
161200,7,6,1,999,True,False,False,0,0,False,False,2026,4,4,1,0,True,False,False
117200,12,6,2,22,True,False,False,1,1,False,False,383,2,6,0,0,True,False,False
86800,12,3,1,999,True,False,False,0,0,False,False,278,4,4,1,0,False,True,False
87300,53,3,2,19,False,True,False,0,0,False,False,700,5,5,0,1,False,True,False
98000,6,12,1,999,False,False,False,0,0,False,False,691,3,3,1,0,False,True,False
34000,12,12,2,50,False,False,False,0,0,False,False,169,1,1,1,0,False,True,False
142650,31,12,3,10,False,False,False,0,0,False,False,577,8,8,1,0,False,False,False
99550,44,12,4,29,True,False,False,0,0,False,False,1525,4,12,1,0,False,False,False
18500,47,12,5,10,True,False,False,0,0,False,False,78,1,13,1,0,False,False,False
43250,52,12,6,7,True,False,False,0,0,False,False,258,1,1,1,0,False,True,False
59680,23,5,1,999,True,False,False,0,0,False,False,946,5,5,0,0,False,True,False
101400,45,5,2,164,False,False,True,0,0,False,False,1153,6,6,1,0,False,True,False
101400,46,5,3,0,False,False,True,0,0,False,False,1153,6,12,1,0,False,True,False
82500,63,5,4,10,False,False,True,0,0,False,False,389,3,3,0,0,False,True,False
117000,82,55,1,999,False,True,False,0,0,False,False,3387,5,5,1,1,False,False,False
201350,148,55,2,7,False,True,False,0,0,False,False,1508,8,13,1,0,False,False,False
248600,199,55,3,7,False,True,False,0,0,False,False,7693,8,21,1,0,False,False,False
101000,287,55,4,11,False,True,False,0,0,False,False,610,3,24,0,1,False,False,False
120400,368,55,5,127,False,False,False,0,0,False,False,580,7,31,1,0,False,False,False
198600,390,55,6,19,False,False,False,0,0,False,False,1690,11,42,1,1,False,False,False
131200,402,55,7,3,False,False,False,0,0,False,False,889,5,47,1,0,False,False,False
174200,414,55,8,11,False,False,False,0,0,False,False,1204,8,55,1,1,False,False,False
153200,430,55,9,6,False,False,False,0,0,False,False,620,10,65,1,1,False,False,False
216200,453,55,10,28,False,False,False,0,0,False,False,2574,8,73,1,1,False,False,False
194800,475,55,11,20,True,False,False,0,0,False,False,4616,12,85,1,1,False,False,False
141400,491,55,12,42,True,False,False,0,0,False,False,1909,7,92,1,1,False,False,False
115700,510,55,13,8,True,False,False,0,0,False,True,2673,6,6,1,0,False,False,False
150200,523,55,14,4,True,False,False,0,0,False,False,6706,10,102,1,1,False,False,False
133700,551,55,15,8,True,False,False,0,0,False,True,1050,9,15,1,0,False,False,False
206380,566,55,16,20,False,True,False,0,0,False,False,4082,13,115,1,1,False,False,False
56750,32,1,1,999,True,False,False,0,0,False,False,2109,3,3,0,0,False,True,False
143500,16,16,1,999,False,False,False,0,0,False,False,119,6,6,1,0,False,True,False
211400,31,16,2,27,True,False,False,0,0,False,False,515,5,11,1,0,False,True,False
226000,46,16,3,15,True,False,False,0,0,False,False,48,2,2,0,1,False,True,False
74400,7,1,1,999,False,False,False,0,0,False,False,674,3,3,0,0,True,False,False
146800,41,10,1,999,False,True,False,0,0,False,False,2506,7,7,1,1,False,True,False
71100,64,10,2,56,False,True,False,0,0,False,False,1199,4,4,0,1,False,True,False
97050,74,10,3,153,False,False,False,0,0,False,False,1183,5,5,0,1,False,True,False
160600,90,10,4,75,True,False,False,0,0,False,False,937,9,9,1,0,False,True,False
186000,26,1,1,999,True,False,False,0,0,False,False,1050,8,8,0,0,False,False,False
113600,106,16,1,999,True,False,False,0,0,False,False,1119,6,6,1,1,False,False,False
100050,157,16,2,23,True,False,False,0,0,False,False,880,5,5,0,0,False,False,False
95600,220,16,3,63,False,True,False,0,0,False,False,1107,6,6,0,0,False,True,False
55100,11,47,1,999,True,False,False,0,0,False,False,1419,4,4,1,0,False,False,False
42400,25,47,2,6,True,False,False,0,1,False,False,267,3,7,1,0,False,False,False
42400,31,47,3,7,True,False,False,0,1,False,False,1876,3,10,1,0,False,False,False
20400,42,47,4,7,True,False,False,0,1,False,False,834,2,12,1,0,False,False,False
50700,88,47,5,13,True,False,False,0,0,False,False,1155,3,15,1,0,False,False,False
41900,110,47,6,7,True,False,False,0,1,False,False,425,3,18,1,0,False,False,False
48400,122,47,7,7,True,False,False,0,0,False,False,158,3,21,0,0,False,False,False
56100,172,47,8,104,False,True,False,0,1,False,False,1554,2,2,1,0,False,False,False
56100,178,47,9,0,False,True,False,0,1,False,False,1554,2,4,1,0,False,False,False
77000,190,47,10,49,False,False,True,0,0,False,False,2108,3,7,1,1,False,False,False
77000,192,47,11,0,False,False,True,0,0,False,False,2108,3,10,1,1,False,False,False
35000,203,47,12,16,False,False,True,0,1,False,False,310,1,1,1,0,False,False,False
35000,212,47,13,12,False,False,True,0,1,False,False,317,1,11,1,1,False,False,False
35000,221,47,14,20,False,False,True,0,1,False,False,64,1,12,1,0,False,False,False
56100,224,47,15,6,False,False,True,0,1,False,False,199,2,14,1,0,False,False,False
35000,233,47,16,18,False,False,False,0,1,False,False,275,1,15,1,0,False,False,False
36200,241,47,17,15,False,False,False,0,1,False,False,99,2,17,0,0,False,False,False
34900,252,47,18,71,True,False,False,0,0,False,False,397,2,19,1,1,False,False,False
34900,255,47,19,0,True,False,False,0,1,False,False,552,2,21,0,1,False,False,False
32200,65,3,1,999,True,False,False,0,0,False,False,4570,1,1,0,0,True,False,False
153000,25,5,1,999,True,False,False,0,0,False,False,1671,8,8,1,0,False,False,False
154400,53,5,2,46,False,True,False,0,0,False,False,119,6,6,1,0,False,True,False
35000,58,5,3,3,False,True,False,0,0,False,False,792,1,7,0,0,False,True,False
140648,92,7,1,999,True,False,False,0,1,False,False,3829,14,14,1,0,False,False,False
140648,146,7,2,0,True,False,False,0,0,False,False,1103,14,14,0,0,False,False,False
55200,175,7,3,321,True,False,False,1,0,False,False,709,3,3,0,0,False,False,False
88300,9,1,1,999,True,False,False,0,0,False,False,1362,4,4,0,1,False,False,False
51500,20,1,1,999,False,False,False,0,0,False,False,2453,8,8,1,0,False,False,False
49900,26,1,2,0,False,False,False,0,0,False,False,2453,8,16,0,0,False,False,False
220000,21,2,1,999,True,False,False,0,0,False,False,4829,1,1,0,0,True,False,False
54500,4,1,1,999,False,False,False,0,0,False,False,781,3,3,0,0,True,False,False
63100,19,5,1,999,False,False,False,0,0,False,False,2061,5,5,1,0,True,False,False
28500,27,5,2,0,False,False,False,0,0,False,False,173,3,8,0,0,True,False,False
82300,40,5,3,64,True,False,False,0,0,False,False,747,7,15,0,0,True,False,False
300610,25,9,1,999,True,False,False,0,0,False,False,578,10,10,1,0,False,False,False
122000,37,9,2,24,True,False,False,0,1,False,False,984,2,12,1,1,False,False,False
202700,79,9,3,22,True,False,False,0,0,False,False,790,5,17,1,0,False,False,False
233600,113,9,4,30,False,True,False,0,0,False,False,2068,9,26,1,0,False,False,False
152900,138,9,5,0,False,True,False,0,0,False,False,2068,7,33,1,0,False,False,False
207500,178,9,6,18,False,True,False,0,0,False,False,541,9,42,1,0,False,False,False
130100,192,9,7,21,False,True,False,0,0,False,False,169,5,47,0,0,False,False,False
95000,21,7,1,999,False,True,False,1,0,False,False,6829,4,4,0,0,False,False,False
34300,83,7,2,203,False,False,False,0,0,False,False,6636,3,3,0,0,False,False,False
144400,44,4,1,999,False,True,False,0,0,False,False,2197,6,6,0,1,False,False,False
141600,24,1,1,999,False,False,True,0,0,False,False,641,5,5,0,0,False,True,False
45800,6,2,1,999,True,False,False,0,0,False,False,418,3,3,0,0,False,True,False
217800,15,5,1,999,False,False,False,0,0,False,True,1157,7,7,0,0,False,False,False
35200,31,34,1,999,True,False,False,0,0,False,False,1170,2,2,1,0,False,True,False
26500,44,34,2,0,True,False,False,0,0,False,False,1170,3,5,1,0,False,True,False
42400,61,34,3,7,True,False,False,0,0,False,False,474,1,1,1,1,False,True,False
33700,70,34,4,6,True,False,False,0,1,False,False,388,2,2,1,0,False,True,False
44300,91,34,5,60,True,False,False,0,0,False,False,267,2,2,1,0,False,True,False
44300,100,34,6,12,False,True,False,0,1,False,False,481,2,2,0,0,False,True,False
56800,114,34,7,71,False,True,False,0,0,False,False,48,3,3,1,0,False,True,False
78100,137,34,8,40,False,False,True,0,1,False,False,15,3,3,1,0,False,True,False
45600,150,34,9,24,False,False,True,0,1,False,False,175,2,2,1,0,False,True,False
45600,152,34,10,0,False,False,True,0,1,False,False,175,2,4,1,0,False,True,False
84800,200,34,11,27,False,False,True,0,0,False,False,533,4,4,1,0,False,True,False
55200,206,34,12,22,False,False,False,0,0,False,False,218,3,3,1,0,False,True,False
45600,210,34,13,9,False,False,False,0,1,False,False,193,2,5,1,0,False,True,False
70300,215,34,14,12,False,False,False,0,0,False,False,654,2,7,0,1,False,True,False
83200,11,10,1,999,False,False,False,0,1,False,False,418,3,3,1,0,False,False,False
131500,17,10,2,59,True,False,False,0,0,False,False,642,5,5,0,1,False,False,False
98950,12,1,1,999,True,False,False,0,0,False,False,1692,8,8,0,0,False,False,False
128800,24,3,1,999,False,True,False,0,0,False,False,777,6,6,0,0,False,False,False
98300,36,1,1,999,True,False,False,0,0,False,False,858,5,5,0,1,False,True,False
130100,6,7,1,999,False,False,False,0,0,False,True,632,2,2,0,1,False,False,False
20500,18,5,1,999,False,False,True,0,0,False,False,740,1,1,0,0,False,False,False
52700,6,6,1,999,False,False,True,0,0,False,True,2037,2,2,0,0,False,True,False
78800,13,6,2,74,False,False,False,1,0,False,False,775,2,2,0,0,False,True,False
232400,45,16,1,999,False,True,False,0,0,False,False,1338,10,10,0,0,False,False,False
167500,131,16,2,265,True,False,False,0,0,False,True,773,8,8,1,0,False,True,False
52400,143,16,3,19,True,False,False,0,0,False,False,653,5,5,0,0,False,False,False
42600,8,5,1,999,False,True,False,0,0,False,False,321,4,4,1,0,False,True,False
90200,17,5,2,20,False,True,False,0,0,False,False,1304,3,3,1,0,False,True,False
47300,30,5,3,13,False,True,False,0,0,False,False,1654,2,2,0,0,False,True,False
201900,36,7,1,999,True,False,False,0,0,False,False,1522,7,7,1,0,False,True,False
201900,38,7,2,0,True,False,False,0,0,False,False,1522,7,14,0,0,False,True,False
153200,53,7,3,105,False,True,False,0,0,False,False,868,6,6,0,0,False,True,False
99600,69,7,4,92,False,False,True,0,1,False,False,134,3,3,0,0,False,True,False
215800,76,8,1,999,True,False,False,0,0,False,False,4369,12,12,0,0,False,False,False
144544,172,8,2,78,False,True,False,0,0,False,True,1887,6,6,0,1,False,True,False
164200,198,8,3,211,False,False,False,0,0,False,False,2135,6,6,0,0,False,False,False
174000,39,12,1,999,False,True,False,1,0,False,True,1196,9,9,1,0,False,True,False
190900,62,12,2,38,False,False,True,1,0,False,False,1939,9,9,0,0,False,True,False
245650,67,12,3,71,False,False,True,0,0,False,True,81,13,13,1,0,False,True,False
231390,82,12,4,30,False,False,False,0,0,False,False,1208,5,5,0,0,False,True,False
109980,7,1,1,999,False,True,False,0,0,False,False,141,1,1,0,0,False,True,False
97800,80,334,1,999,True,False,False,0,0,False,False,351,4,4,0,0,False,False,False
79300,183,334,2,66,True,False,False,0,0,False,False,28,5,5,1,1,False,False,False
68600,220,334,3,2,True,False,False,0,0,False,False,237,2,2,1,0,False,False,False
32000,284,334,4,11,True,False,False,0,0,False,False,478,3,3,1,1,False,False,False
72000,381,334,5,20,False,True,False,1,0,False,False,201,1,1,1,0,False,False,False
97200,473,334,6,11,False,True,False,0,0,False,False,88,2,2,1,0,False,False,False
158900,494,334,7,9,False,True,False,1,0,False,False,133,5,5,1,0,False,False,False
97800,544,334,8,21,False,True,False,1,0,False,False,359,5,5,1,0,False,False,False
49500,595,334,9,38,False,False,True,1,0,False,False,502,3,3,1,0,False,False,False
215000,621,334,10,3,False,False,True,1,0,False,False,267,5,8,1,0,False,False,False
102300,641,334,11,1,False,False,True,1,0,False,False,204,3,11,1,1,False,False,False
59300,723,334,12,12,False,False,True,1,0,False,False,1020,2,13,1,0,False,False,False
74700,757,334,13,5,False,False,True,1,1,False,False,239,2,15,1,0,False,False,False
179200,853,334,14,13,False,False,True,1,0,False,False,314,6,21,1,0,False,False,False
257500,1030,334,15,37,False,False,True,1,0,False,False,1326,4,4,1,0,False,False,False
114900,1081,334,16,9,False,False,True,0,0,False,False,632,5,9,1,0,False,False,False
89400,1093,334,17,1,False,False,False,0,1,False,False,142,4,13,1,0,False,False,False
89400,1098,334,18,0,False,False,False,0,1,False,False,71,4,17,1,0,False,False,False
66800,1101,334,19,0,False,False,False,0,1,False,False,101,3,20,1,0,False,False,False
201400,1121,334,20,5,False,False,False,0,0,False,False,234,5,25,1,0,False,False,False
284400,1183,334,21,52,False,False,False,1,0,False,False,574,3,3,1,0,False,False,False
114300,1252,334,22,40,True,False,False,1,0,False,False,447,4,4,0,0,False,False,False
262300,20,2,1,999,True,False,False,0,0,False,False,1504,5,5,1,0,False,True,False
263800,37,2,2,0,True,False,False,0,0,False,False,1504,5,10,0,0,False,True,False
135250,42,1,1,999,True,False,False,0,0,False,False,3056,7,7,0,0,False,True,False
179956,32,74,1,999,True,False,False,0,0,False,False,1782,8,8,1,0,False,True,False
73300,63,74,2,5,True,False,False,0,0,False,False,564,4,4,1,0,False,True,False
58600,76,74,3,1,True,False,False,0,0,False,False,202,5,9,1,0,False,True,False
239900,122,74,4,0,True,False,False,0,0,False,False,56,7,7,1,0,False,True,False
123500,147,74,5,18,True,False,False,0,1,False,False,240,3,3,1,0,False,True,False
218800,163,74,6,7,True,False,False,0,1,False,False,590,4,7,1,0,False,True,False
45300,173,74,7,3,True,False,False,0,1,False,False,1431,2,2,1,1,False,True,False
331300,204,74,8,20,True,False,False,0,0,False,False,412,9,9,1,1,False,True,False
193900,229,74,9,10,False,True,False,0,0,False,False,536,6,6,1,0,False,True,False
226600,265,74,10,6,False,True,False,0,0,False,False,1590,8,14,1,0,False,True,False
135400,295,74,11,4,False,True,False,0,0,False,False,636,5,19,1,1,False,True,False
174000,315,74,12,2,False,True,False,0,0,False,False,484,4,4,1,0,False,True,False
372200,351,74,13,7,False,True,False,0,0,False,False,415,13,32,1,0,False,True,False
334200,361,74,14,13,False,True,False,0,1,False,False,493,2,2,1,0,False,True,False
150700,379,74,15,2,False,True,False,0,0,False,False,438,5,5,1,0,False,True,False
112600,394,74,16,14,False,True,False,0,0,False,False,665,4,4,1,0,False,True,False
158400,407,74,17,6,False,True,False,0,0,False,False,334,4,4,1,0,False,True,False
123600,435,74,18,31,False,False,True,0,1,False,False,375,4,4,1,1,False,True,False
98400,448,74,19,19,False,False,True,0,0,False,False,271,3,3,1,0,False,True,False
166900,467,74,20,26,False,False,True,0,0,False,False,1558,6,6,0,0,False,True,False
246300,481,74,21,81,False,False,False,0,0,False,False,412,7,7,1,0,False,True,False
284800,492,74,22,10,False,False,False,0,1,False,False,200,4,4,1,0,False,True,False
95500,501,74,23,11,False,False,False,0,1,False,False,154,4,8,1,0,False,True,False
218600,515,74,24,12,False,False,False,1,0,False,False,349,9,17,1,0,False,True,False
142000,523,74,25,17,True,False,False,0,0,False,False,162,4,21,1,0,False,True,False
221000,539,74,26,10,True,False,False,0,0,False,False,631,11,32,1,0,False,True,False
233700,553,74,27,9,True,False,False,0,0,False,False,333,9,9,1,0,False,True,False
121900,563,74,28,10,True,False,False,0,0,False,False,233,6,6,0,0,False,True,False
107800,37,20,1,999,True,False,False,0,0,False,False,1100,6,6,1,0,False,False,False
77100,56,20,2,12,True,False,False,0,0,False,False,897,5,5,1,0,False,True,False
137000,88,20,3,26,True,False,False,0,0,False,False,602,7,7,1,1,False,True,False
107000,154,20,4,22,True,False,False,0,0,False,False,687,5,5,1,0,False,False,False
